Frequency,Prominence,Section,Scored Labels,Scored Probabilities
-0.394050596683539,-0.271215979758977,1,1,0.731836259365082
1.91709659794133,-1.17439277870564,0,0,0.151289492845535
-0.702203555966854,0.316437781229071,1,1,0.895732343196869
-0.471088836504368,-1.20887248238939,0,0,0.371277272701263
-0.702203555966854,1.78681891334264,1,1,0.99019056558609
-0.702203555966854,0.647271039418732,1,1,0.937323808670044
-0.702203555966854,1.01974033428224,1,1,0.965416491031647
-0.394050596683539,0.0462950041197074,1,1,0.822882831096649
1.14671419973304,-1.18875933908337,0,0,0.206922352313995
1.45486715901635,-1.11152733491546,0,0,0.201624810695648
-0.702203555966854,3.11471828402856,1,1,0.998930692672729
-0.471088836504368,0.309461581312583,1,1,0.882620692253113
1.60894363865801,-1.13348115338057,0,0,0.183327987790108
-0.394050596683539,-0.0490503774414076,1,1,0.798385679721832
1.91709659794133,-1.11829053667733,0,0,0.163759961724281
1.45486715901635,-1.12387059653713,0,0,0.198315918445587
-0.702203555966854,1.26485249890761,1,1,0.976795017719269
-0.394050596683539,-1.02375233812462,0,0,0.436090737581253
-0.394050596683539,1.39471658325166,1,1,0.978022456169128
-0.394050596683539,0.155625661382754,1,1,0.84802633523941
-0.471088836504368,0.0589275032551503,1,1,0.831692814826965
-0.394050596683539,-0.0102592080803171,1,1,0.808646023273468
-0.471088836504368,-0.121043422802379,1,1,0.785177946090698
-0.394050596683539,0.0719392410470861,1,1,0.82905912399292
-0.394050596683539,-1.12984421125483,0,0,0.392976433038712
-0.394050596683539,1.53825678739699,1,1,0.982639372348785
-0.702203555966854,0.638718864773236,1,1,0.936476647853851
1.8400583581205,-1.13506456422975,0,0,0.165464356541634
1.91709659794133,-1.09470168098429,0,0,0.169245094060898
1.22375243955387,-1.09172437047602,0,0,0.227675929665565
-0.394050596683539,0.116123771086375,1,1,0.839297711849213
1.53190539883718,-1.11791789605915,0,0,0.193507209420204
1.45486715901635,-1.10162038242281,0,0,0.204310283064842
-0.471088836504368,0.272140345409485,1,1,0.875985026359558
-0.471088836504368,-1.15908913660807,0,0,0.39095002412796
-0.471088836504368,-1.18899136140347,0,0,0.37908661365509
-0.779241795787683,0.533530103075365,1,1,0.927905797958374
-0.471088836504368,-1.17594394888667,0,0,0.38424614071846
1.53190539883718,-1.14614926161319,0,0,0.186231300234795
-0.31701235686271,0.645870282158637,1,1,0.924155175685883
-0.702203555966854,1.34902672308645,1,1,0.979785978794098
1.14671419973304,-1.13687394042735,0,0,0.221553727984428
-0.779241795787683,1.75725458604432,1,1,0.990102350711823
-0.394050596683539,-0.033743190581906,1,1,0.802482843399048
-0.394050596683539,0.558581765145852,1,1,0.916401207447052
-0.31701235686271,0.805969289779272,1,1,0.940947651863098
-0.702203555966854,0.874364314519897,1,1,0.956294000148773
-0.394050596683539,0.422072217988325,1,1,0.897125005722046
1.53190539883718,-1.11569493721701,0,0,0.194089204072952
-0.702203555966854,0.117356851787814,1,1,0.860216200351715
-0.702203555966854,1.00703918085705,1,1,0.964698851108551
-0.702203555966854,0.57759335549938,1,1,0.930104196071625
1.14671419973304,-1.0183120286584,0,0,0.257698684930801
-0.471088836504368,-0.441957024160839,1,1,0.680996596813202
-0.702203555966854,1.638029088888,1,1,0.98744785785675
-0.31701235686271,-1.12618526574548,0,0,0.384808301925659
-0.394050596683539,1.03566381769954,1,1,0.960602462291718
1.91709659794133,-1.13477272643274,0,0,0.160012796521187
1.45486715901635,-1.18572029724427,0,0,0.182352021336555
-0.31701235686271,0.544452500811318,1,1,0.911351382732391
1.22375243955387,-1.09762521611735,0,0,0.225941926240921
1.53190539883718,-1.15702311507676,0,0,0.183485746383667
1.76302011829967,-1.14329413949775,0,0,0.169185906648636
1.8400583581205,-1.15677800937871,0,0,0.16050112247467
1.68598187847884,-1.15953577463355,0,0,0.171061679720879
-0.394050596683539,-0.232998367755987,1,1,0.744216203689575
-0.702203555966854,0.583538301306427,1,1,0.930748999118805
1.8400583581205,-1.13906734152486,0,0,0.164540275931358
1.22375243955387,-1.07176431204353,0,0,0.233610659837723
-0.702203555966854,2.20167516581568,1,1,0.995080947875977
-0.31701235686271,-1.15798912936948,0,0,0.372272193431854
-0.702203555966854,0.925528893334991,1,1,0.959740459918976
-0.471088836504368,-0.388782134601908,1,1,0.700033843517303
-0.702203555966854,0.843507911193744,1,1,0.954081237316132
-0.394050596683539,0.0783178292068163,1,1,0.830568552017212
1.8400583581205,-1.17576171174927,0,0,0.156261101365089
1.60894363865801,-1.11853088083172,0,0,0.187108516693115
-0.702203555966854,0.123741843724252,1,1,0.861497700214386
-0.702203555966854,1.40435831250258,1,1,0.981542885303497
1.45486715901635,-1.08886740549044,0,0,0.207806304097176
-0.702203555966854,1.19621128823943,1,1,0.974039852619171
-0.702203555966854,0.318288830059546,1,1,0.896021664142609
-0.702203555966854,0.854394336676025,1,1,0.954873859882355
-0.702203555966854,1.11372120598228,1,1,0.970305919647217
-0.394050596683539,0.00220796354972392,1,1,0.81185781955719
-0.394050596683539,1.56347308157771,1,1,0.983345687389374
1.53190539883718,-1.09209486571793,0,0,0.200349822640419
-0.702203555966854,0.764600661734071,1,1,0.947928071022034
1.45486715901635,-1.12685737534498,0,0,0.197521403431892
-0.471088836504368,0.44629819766481,1,1,0.904372215270996
-0.394050596683539,0.306348797306731,1,1,0.877800762653351
-0.394050596683539,0.228137087193173,1,1,0.863032579421997
-0.394050596683539,0.0499218078752902,1,1,0.823766827583313
-0.394050596683539,0.543689170717369,1,1,0.914469480514526
