Frequency,Prominence,Section,Scored Labels
-0.926163899702079,-1.01469290246469,1,1.08458568860665
-0.926163899702079,-0.321167424190001,1,1.06908663428634
-0.926163899702079,0.635610039827244,1,1.04770436881552
-0.926163899702079,0.548876148369932,1,1.04964271619744
-0.926163899702079,0.540569280869817,1,1.04982835983225
1.07365018872346,0.383968255772207,2,2.00204056081034
-0.926163899702079,2.31843192697999,1,1.01009630875511
-0.926163899702079,0.0253727584655452,1,1.0613420808656
-0.926163899702079,-0.00242469427070583,1,1.06196330422858
1.07365018872346,-0.435323855414463,2,2.02035027448815
1.07365018872346,-0.397106579304863,2,2.01949618670486
-0.926163899702079,-0.755096715865475,1,1.07878417802991
-0.926163899702079,-0.341850175942232,1,1.06954885680439
-0.926163899702079,-0.300507457367917,1,1.06862492097074
1.07365018872346,-0.264950096796676,2,2.0165427256348
-0.926163899702079,-0.0227217252972365,1,1.06241690657813
-0.926163899702079,-0.0293707302120922,1,1.06256549994864
1.07365018872346,-1.00064647663384,2,2.03298422419765
-0.926163899702079,2.18982421425234,1,1.01297046116626
1.57360371082985,0.110031592741662,2,2.2453406674154
1.07365018872346,-0.405174721169525,2,2.01967649524858
0.573696666617078,-0.904655757796767,2,1.79366089125343
-0.926163899702079,-0.807837304784206,1,1.07996283588481
-0.926163899702079,-0.508359997412501,1,1.07327005357175
-0.926163899702079,0.336605487930011,1,1.05438658588908
-0.926163899702079,1.27862745540105,1,1.03333407938121
-0.926163899702079,0.950728650514636,1,1.04066203134216
0.573696666617078,-1.32221840315394,2,1.8029926697176
1.07365018872346,-0.454935363529852,2,2.02078855662645
0.573696666617078,-1.62608254657059,2,1.809783489972
1.07365018872346,-0.345243794526249,2,2.01833714620286
-1.42611742180846,-0.452872656672242,1,0.83485189870237
-0.926163899702079,-0.568777331716975,1,1.07462027295893
0.573696666617078,-1.29522564898786,2,1.80238942992876
1.07365018872346,-0.543215068558152,2,2.02276145017755
1.07365018872346,0.396150853740357,2,2.00176830152991
-0.926163899702079,3.31286796191351,1,0.987872441563031
-0.926163899702079,-0.483286666687359,1,1.07270970946461
1.07365018872346,-0.918405259738309,2,2.03114628005866
-1.42611742180846,-0.589086202201133,1,0.837896027876349
-0.926163899702079,0.331435315741445,1,1.05450212999251
1.07365018872346,1.50211659831105,2,1.97705194475793
-0.926163899702079,0.315738687184683,1,1.05485292157302
-0.926163899702079,-0.42195390723624,1,1.0713390319623
1.07365018872346,-0.813014387410554,2,2.02879098251554
-0.926163899702079,-1.14360900317406,1,1.08746673293775
0.573696666617078,-1.38747187844773,2,1.80445096820821
1.07365018872346,-1.65802541747122,2,2.04767546804122
-0.926163899702079,-0.586633542853588,1,1.07501932734847
1.07365018872346,-0.1724382690568,2,2.01447525170872
-0.926163899702079,0.393247417629816,1,1.05312074004387
-0.926163899702079,-0.384085134489721,1,1.070492732606
0.573696666617078,-0.698610171249092,2,1.78905614083199
-0.926163899702079,0.0285231848308033,1,1.06127167446973
-0.926163899702079,0.489861845106059,1,1.05096158034968
-0.926163899702079,-0.366507006860703,1,1.07009989288561
-1.42611742180846,-0.205681232418183,1,0.829327612382626
-0.926163899702079,0.200192555882316,1,1.05743517099522
-0.926163899702079,0.135501066571153,1,1.05888091010403
1.07365018872346,-0.632154232885058,2,2.02474908146478
1.07365018872346,-1.18227518146363,2,2.03704330097344
-0.926163899702079,0.380412378143315,1,1.05340758022557
-0.926163899702079,-0.607780179234566,1,1.07549191685848
-1.42611742180846,3.30266308799748,1,0.75092239022449
-0.926163899702079,0.600696511510265,1,1.04848462374321
1.07365018872346,1.80999193049536,2,1.97017148160713
-0.926163899702079,0.860943738237469,1,1.04266856358376
-0.926163899702079,1.14020441226997,1,1.03642758687571
0.573696666617078,-0.246997071301698,2,1.77896339559463
1.07365018872346,-0.366759366614283,2,2.01881798076622
1.07365018872346,-0.995238595347761,2,2.03286336772094
-0.926163899702079,-0.605135235882543,1,1.07543280710409
1.07365018872346,-0.96517293747713,2,2.03219145402907
-0.926163899702079,-0.192894606130328,1,1.06621996617219
-0.926163899702079,2.22311425128553,1,1.01222648836575
-0.926163899702079,1.49968799500196,1,1.02839377160784
-0.926163899702079,-0.491770356618367,1,1.07289930476456
-0.926163899702079,0.182931808703864,1,1.05782091783007
1.07365018872346,-0.704307104754653,2,2.02636156913178
1.07365018872346,0.181650170963515,2,2.00656200823319
1.07365018872346,-0.0353823924651811,2,2.01141229794169
-0.926163899702079,0.358481887750266,1,1.05389768747111
-0.926163899702079,0.234246129595239,1,1.05667413451522
1.07365018872346,-0.679518995662019,2,2.02580759921812
-0.926163899702079,0.540403948673559,1,1.0498320547112
1.07365018872346,-0.21741310212033,2,2.01548035880649
-0.926163899702079,0.569663851872891,1,1.04917814819543
1.07365018872346,0.264743282314986,2,2.00470502577642
0.573696666617078,1.45499398182555,2,1.7409269389518
-0.926163899702079,-0.623748319067353,1,1.07584877623051
-0.926163899702079,-0.473016631929943,1,1.07248019255202
-0.926163899702079,-0.38181818802789,1,1.07044207040619
-1.42611742180846,1.61950551468904,1,0.788537952270225
1.07365018872346,-1.08364129180871,2,2.03483900991064
-0.926163899702079,1.34239722901143,1,1.03190893897016
0.573696666617078,2.06012065581911,2,1.72740343983794
1.07365018872346,-0.415858169376256,2,2.01991525121253
1.07365018872346,-1.32609465722147,2,2.04025740908758
-0.926163899702079,3.41850185773602,1,0.985511712879361
1.07365018872346,-0.8838957202469,2,2.03037505355884
-0.926163899702079,-0.432458003004533,1,1.07157377971995
1.07365018872346,0.14662838059465,2,2.00734468262415
-0.926163899702079,-0.505110346616791,1,1.07319742968729
0.573696666617078,-1.54789522753945,2,1.80803614320136
0.573696666617078,-0.777746669105319,2,1.79082470005212
1.07365018872346,-0.78111861648264,2,2.02807816906934
-0.926163899702079,0.420370493483776,1,1.05251458779833
1.07365018872346,0.038305456434284,2,2.00976550628282
-0.926163899702079,0.559276505513354,1,1.04941028681256
-0.926163899702079,-0.595226408832286,1,1.07521136253786
-0.926163899702079,0.0172983771451025,1,1.06152252885
1.07365018872346,-0.028750035266698,2,2.01126407661787
-0.926163899702079,1.06505345774277,1,1.03810707632913
1.07365018872346,0.188810695156388,2,2.00640198332149
0.573696666617078,-1.46526014717,2,1.80618939691801
-0.926163899702079,0.216815076995328,1,1.05706368737171
1.07365018872346,-0.0477452054980171,2,2.01168858470656
0.573696666617078,-0.687149738083821,2,1.78880002064358
0.573696666617078,0.192952586485747,2,1.7691313074337
-0.926163899702079,-0.334887106873242,1,1.06939324466163
